hero_id,name,primary_attr,games,wins,win_rate,pick_rate,p_value,q_value,significant,ci_low,ci_high,outside_tolerance,action
120,Pangolier,all,1573,731.0,0.46471710108073744,0.02923683134455968,0.0055289016509822205,0.013414322949313535,True,0.44018562500984443,0.4894204876534946,False,within tolerance
119,Dark Willow,int,2683,1247.0,0.46477823332090945,0.04986803464555221,0.0002824557341885017,0.001016840643078606,True,0.4459696025741557,0.4836875793263516,False,within tolerance
17,Storm Spirit,int,3568,1661.0,0.46552690582959644,0.06631723727742463,4.076126040140466e-05,0.00019753533886834567,True,0.44920567100168124,0.4819222911892214,False,within tolerance
34,Tinker,int,3293,1535.0,0.46614029760097175,0.061205903126277834,0.00010883589712877398,0.00044236525929759746,True,0.4491514182891693,0.48320808313503055,False,within tolerance
109,Terrorblade,agi,1810,844.0,0.4662983425414365,0.033641872049366195,0.004440616562029034,0.011418728302360372,True,0.44341184009547785,0.4893275956436741,False,within tolerance
77,Lycan,str,837,391.0,0.46714456391875747,0.015557042489126798,0.06190506424582595,0.11818239537839499,False,0.43357170710208043,0.501017626686076,False,within tolerance
21,Windranger,all,7316,3421.0,0.46760524876981957,0.13598007509014534,3.168610391184269e-08,3.3621259417853004e-07,True,0.4561920370395013,0.4790524620843408,True,buff candidate
63,Weaver,agi,3182,1488.0,0.4676304211187932,0.05914278279617858,0.00027763440922474856,0.001016840643078606,True,0.45034357986880247,0.4849953242597618,False,within tolerance
64,Jakiro,int,5673,2658.0,0.4685351665785299,0.1054421768707483,2.267123853483303e-06,1.785360034618101e-05,True,0.45557559283833554,0.4815373241614353,False,within tolerance
70,Ursa,agi,3896,1826.0,0.4686858316221766,0.07241366491951973,9.848612320238528e-05,0.0004279052249482947,True,0.4530548627674721,0.48437849123513266,False,within tolerance
47,Viper,agi,4137,1944.0,0.4699057287889775,0.07689305230288837,0.00011486751728585025,0.00045229084931303537,True,0.4547321471269812,0.48513514736467644,False,within tolerance
16,Sand King,all,2299,1088.0,0.47324923879947806,0.042730753503587224,0.010929826640768657,0.025039239213397287,True,0.4529016356787047,0.49368608987710083,False,within tolerance
40,Venomancer,all,3848,1823.0,0.47375259875259873,0.0715215047767741,0.0011914575399537017,0.003491247675213172,True,0.4580104609354296,0.4895470898725299,False,within tolerance
61,Broodmother,agi,1214,577.0,0.47528830313014825,0.022564216943608044,0.09035057992245579,0.16309700769392635,False,0.44731880525972584,0.5034136980842634,False,within tolerance
13,Puck,int,2064,981.0,0.4752906976744186,0.03836288613806178,0.026182597363072307,0.05498345446245185,False,0.4538122776051949,0.49686092339631177,False,within tolerance
23,Kunkka,str,2626,1251.0,0.4763899466869764,0.048808594476041786,0.01636732518616316,0.035556602990630314,True,0.457336044396666,0.4955128242740693,False,within tolerance
46,Templar Assassin,agi,2292,1094.0,0.47731239092495636,0.04260064681610349,0.031418831605350986,0.06283766321070197,False,0.4569188477711619,0.49778185701817423,False,within tolerance
97,Magnus,all,6392,3056.0,0.4780976220275344,0.11880599234229211,0.00048267611993932987,0.0016004523976935676,True,0.4658687755482381,0.4903527784407458,False,within tolerance
123,Hoodwink,agi,5664,2718.0,0.4798728813559322,0.1052748968439835,0.002556369836361117,0.007157835541811127,True,0.4668801159149882,0.492892929669205,False,within tolerance
10,Morphling,agi,2327,1117.0,0.4800171895143962,0.043251180253522176,0.056475123876658206,0.11118540013217085,False,0.4597679173889536,0.5003323289628279,False,within tolerance
82,Meepo,agi,981,473.0,0.48216106014271154,0.018233522917363666,0.27767689469547746,0.40215274404172596,False,0.45102311019025443,0.5134381747338073,False,within tolerance
155,Largo,str,1057,511.0,0.48344370860927155,0.019646109810044235,0.29565788236439816,0.4185718334597097,False,0.45343213330560067,0.5135751893164728,False,within tolerance
126,Void Spirit,all,2225,1076.0,0.48359550561797754,0.041355339950187725,0.12689211604881553,0.20764164444351632,False,0.4628772695876674,0.5043702886847702,False,within tolerance
7,Earthshaker,str,7865,3809.0,0.484297520661157,0.14618415672279841,0.005536069788605586,0.013414322949313535,True,0.4732631663633895,0.49534720642241337,False,within tolerance
129,Mars,str,2589,1254.0,0.4843568945538818,0.04812088769934203,0.11587333556004878,0.19210579316534404,False,0.4651439376025092,0.5036162040079842,False,within tolerance
131,Ring Master,int,2987,1447.0,0.4844325410110479,0.05551838221627449,0.09229384975378445,0.16309700769392635,False,0.46654189744714625,0.5023631744931529,False,within tolerance
11,Shadow Fiend,agi,10492,5099.0,0.4859893252001525,0.19501133786848074,0.004227863690448937,0.01109814218742846,True,0.4764326684674715,0.49555623769565244,False,within tolerance
56,Clinkz,agi,2783,1353.0,0.48616600790513836,0.05172670160960559,0.1496718770297453,0.24177764750958855,False,0.46762858416556163,0.5047415699541549,False,within tolerance
51,Clockwerk,str,1890,919.0,0.48624338624338626,0.0351288056206089,0.24074332488374597,0.3568665757100234,False,0.46376094352781405,0.5087816366560729,False,within tolerance
87,Disruptor,int,3801,1851.0,0.48697711128650356,0.070647931303669,0.11192184037313813,0.19056962009480274,False,0.4711083541836136,0.5028721648284231,False,within tolerance
99,Bristleback,str,4482,2184.0,0.48728246318607765,0.08330545332887253,0.09142241627048696,0.16309700769392635,False,0.47266633815152403,0.5019203695940568,False,within tolerance
86,Rubick,int,9934,4851.0,0.4883229313468895,0.18463997620906286,0.02046313215219922,0.04370092629113732,True,0.4784997054879406,0.4981551847151952,False,within tolerance
83,Treant Protector,str,2396,1173.0,0.4895659432387312,0.04453366045871901,0.31680606092727204,0.44352848529818084,False,0.46958253503027336,0.5095827553199608,False,within tolerance
45,Pugna,int,2156,1056.0,0.4897959183673469,0.04007285974499089,0.35441197357957294,0.485390311641589,False,0.46873182196649943,0.5108963123947954,False,within tolerance
41,Faceless Void,agi,5271,2583.0,0.4900398406374502,0.0979703356752537,0.1520013224048766,0.2424324888989171,False,0.47655661842334296,0.5035375700333705,False,within tolerance
26,Lion,int,14234,6985.0,0.490726429675425,0.26456265566335824,0.027492060460464807,0.05591087460164238,False,0.4825174538413855,0.4989404096442031,False,within tolerance
15,Razor,agi,2724,1337.0,0.4908223201174743,0.0506300881008141,0.3478136070935541,0.4815880713603057,False,0.4720751309784087,0.5095953580310163,False,within tolerance
93,Slark,agi,4883,2400.0,0.4915011263567479,0.09075870785472659,0.24060598160319105,0.3568665757100234,False,0.4774912526097805,0.5055243617293782,False,within tolerance
55,Dark Seer,int,1543,759.0,0.49189889825016203,0.028679231255343666,0.5412253358627052,0.676274895372138,False,0.46700531133522255,0.5168327220602233,False,within tolerance
89,Naga Siren,agi,1147,565.0,0.4925893635571055,0.02131891007769228,0.6366383286934538,0.7669096936333494,False,0.46372973661464356,0.5214984632649293,False,within tolerance
106,Ember Spirit,agi,3082,1519.0,0.4928617780661908,0.0572841158321252,0.4386077451415314,0.5817323777666626,False,0.47523113120596605,0.5105101971846329,False,within tolerance
37,Warlock,int,3718,1834.0,0.49327595481441633,0.0691052377235047,0.421630153094114,0.5712408525791222,False,0.4772208836933802,0.509344906237972,False,within tolerance
58,Enchantress,int,1300,644.0,0.49538461538461537,0.024162670532693952,0.7603148577363156,0.8403480006559277,False,0.4682596251736397,0.5225368018621641,False,within tolerance
18,Sven,str,3438,1705.0,0.49592786503781267,0.06390097022415524,0.6451779962312304,0.7669096936333494,False,0.47922887937260444,0.5126359405689875,False,within tolerance
111,Oracle,int,2465,1223.0,0.49614604462474643,0.04581614066391584,0.7169514369114702,0.8209551388197374,False,0.47642969349808306,0.5158743890779298,False,within tolerance
33,Enigma,all,2122,1056.0,0.49764373232799247,0.03944091297721274,0.8451048756974471,0.902334036341244,False,0.476393639321431,0.5189023410262532,False,within tolerance
25,Lina,int,9326,4643.0,0.49785545785974694,0.1733392810676183,0.6863274260000941,0.8066654171660668,False,0.4877107587344176,0.5080019229679941,False,within tolerance
112,Winter Wyvern,int,2297,1144.0,0.4980409229429691,0.04269358016430616,0.8674372946391499,0.9108091593711074,False,0.4776140501542871,0.5184743374373496,False,within tolerance
57,Omniknight,str,1524,760.0,0.49868766404199477,0.028326084532173525,0.9387483260425176,0.9538894280754614,False,0.4736196287723029,0.5237622985363803,False,within tolerance
107,Earth Spirit,str,2886,1440.0,0.498960498960499,0.05364112858258057,0.9258480034376532,0.9484296620580838,False,0.4807321544189939,0.5171916071141219,False,within tolerance
101,Skywrath Mage,int,6815,3401.0,0.499046221570066,0.12666815360023792,0.8844271196140152,0.920973694804677,False,0.4871791832312185,0.5109143345491101,False,within tolerance
35,Sniper,agi,11190,5588.0,0.4993744414655943,0.20798483327757333,0.9021922820922023,0.9317723569148975,False,0.4901121570212554,0.5086371552634057,False,within tolerance
78,Brewmaster,all,857,428.0,0.49941656942823803,0.015928775881937474,1.0,1.0,False,0.466018423356406,0.5328199225553139,False,within tolerance
28,Slardar,str,3989,1993.0,0.49962396590624214,0.07414222519608936,0.9747386592042317,0.9825365684778655,False,0.48411557253145454,0.5151330828356718,False,within tolerance
105,Techies,all,5579,2798.0,0.5015235705323534,0.10369502992453812,0.8303848868069234,0.901969790842003,False,0.48840691403661124,0.5146381303418459,False,within tolerance
136,Marci,all,2226,1118.0,0.5022461814914645,0.04137392661982826,0.8487215649239536,0.902334036341244,False,0.48148951059753664,0.5229951131681766,False,within tolerance
48,Luna,agi,5207,2616.0,0.5024006145573267,0.09678078881825955,0.7394425890813482,0.8318729127165168,False,0.4888232407403642,0.5159744488837713,False,within tolerance
84,Ogre Magi,str,8994,4522.0,0.5027796308650211,0.16716850674696107,0.605383682008653,0.7405664459523328,False,0.4924474475504835,0.5131094407575434,False,within tolerance
80,Lone Druid,agi,1037,522.0,0.5033751205400193,0.01927437641723356,0.8522043676556192,0.902334036341244,False,0.47298768773644834,0.5337376400650895,False,within tolerance
49,Dragon Knight,str,1706,859.0,0.5035169988276671,0.03170885840675068,0.7900023755566702,0.8655678201751343,False,0.479810128224048,0.5272080663214725,False,within tolerance
9,Mirana,agi,4189,2110.0,0.5037001671043209,0.07785955912419612,0.642998711114612,0.7669096936333494,False,0.4885628375354086,0.5188307165267858,False,within tolerance
76,Outworld Devourer,int,1963,989.0,0.5038206826286297,0.036485632504367864,0.7520222825917907,0.8385381204120852,False,0.48171685906948053,0.5259095817566112,False,within tolerance
113,Arc Warden,all,2304,1161.0,0.50390625,0.042823686851789895,0.7232223841983401,0.8209551388197374,False,0.483501076741636,0.5242984191601311,False,within tolerance
1,Anti-Mage,agi,7231,3645.0,0.5040796570322224,0.13440020817069998,0.49519748248659173,0.6449562163591122,False,0.4925565184554925,0.5155984632860999,False,within tolerance
3,Bane,all,2164,1091.0,0.5041589648798521,0.040221553102115164,0.7147894501621576,0.8209551388197374,False,0.48310463690486655,0.5251985533154145,False,within tolerance
108,Underlord,str,2755,1394.0,0.505989110707804,0.05120627485967064,0.5420933685125868,0.676274895372138,False,0.48732455332614694,0.5246369894056728,False,within tolerance
32,Riki,agi,2751,1392.0,0.5059978189749182,0.05113192818110851,0.541799854220846,0.676274895372138,False,0.487319701831178,0.5246592089313046,False,within tolerance
110,Phoenix,str,3120,1579.0,0.5060897435897436,0.057990409278465486,0.507717260964262,0.6527793355254796,False,0.4885498525411741,0.5236146572461905,False,within tolerance
4,Bloodseeker,agi,2187,1107.0,0.5061728395061729,0.04064904650384744,0.5782434805560893,0.7143007700986985,False,0.4852266971362982,0.5270973347516752,False,within tolerance
75,Silencer,int,5733,2907.0,0.5070643642072213,0.10655737704918032,0.2907062408422614,0.4162384812059652,False,0.49412249170871136,0.5199967759373306,False,within tolerance
12,Phantom Lancer,agi,6028,3058.0,0.5072992700729927,0.1120404445931378,0.262476244645337,0.38455821889898206,False,0.4946778892894425,0.5199113535812091,False,within tolerance
62,Bounty Hunter,agi,2492,1266.0,0.5080256821829856,0.04631798074421025,0.43466087628845396,0.5817323777666626,False,0.48839989137484274,0.5276267676337388,False,within tolerance
44,Phantom Assassin,agi,8014,4078.0,0.5088594958822061,0.14895357049923794,0.11523922377532038,0.19210579316534404,False,0.49791263392004553,0.5197978684301575,False,within tolerance
103,Elder Titan,str,514,262.0,0.5097276264591439,0.009553548195234378,0.6914275004280572,0.8066654171660668,False,0.46659902774552475,0.5527119019408959,False,within tolerance
74,Invoker,int,11271,5753.0,0.5104249844734274,0.20949035351845657,0.027511700200808155,0.05591087460164238,False,0.5011942633230099,0.5196486018168943,False,within tolerance
8,Juggernaut,agi,8033,4101.0,0.5105191086767086,0.1493067172224081,0.06086375382157551,0.11798204586951559,False,0.49958510885786334,0.5214430526239731,False,within tolerance
90,Keeper of the Light,int,4164,2128.0,0.5110470701248799,0.07739489238318278,0.15846729927602807,0.24756185029490907,False,0.49586091423422224,0.526212862061969,False,within tolerance
96,Centaur Warrunner,str,3996,2043.0,0.5112612612612613,0.0742723318835731,0.15914690376101298,0.24756185029490907,False,0.4957591898235114,0.5267417020059701,False,within tolerance
92,Visage,all,865,443.0,0.5121387283236994,0.016077469239061747,0.4965139125939197,0.6449562163591122,False,0.4788481693896094,0.5453219479393956,False,within tolerance
29,Tidehunter,str,4502,2306.0,0.5122167925366504,0.08367718672168321,0.10425540994526407,0.179947693878127,False,0.497611495473039,0.5268012587273253,False,within tolerance
14,Pudge,str,15669,8049.0,0.5136894505073712,0.29123452659752425,0.0006276317269804573,0.0019770399399884407,True,0.5058611477352314,0.5215110426315995,False,within tolerance
6,Drow Ranger,agi,8670,4457.0,0.5140715109573241,0.16114642578342814,0.009057327707754127,0.021133764651426298,True,0.503547104368793,0.5245834536035191,False,within tolerance
121,Grimstroke,int,3903,2007.0,0.5142198308993082,0.07254377160700345,0.07827029872830334,0.14503025940832678,False,0.4985336596456248,0.5298780384409175,False,within tolerance
68,Ancient Apparition,int,3478,1789.0,0.5143760782058654,0.06464443700977658,0.09319829011081505,0.16309700769392635,False,0.4977592188053075,0.5309612158217965,False,within tolerance
94,Medusa,agi,1782,917.0,0.5145903479236813,0.03312144529943125,0.22698444501141044,0.34878097648094775,False,0.4913790363398503,0.5377388899705509,False,within tolerance
95,Troll Warlord,agi,1424,735.0,0.5161516853932584,0.026467417568120145,0.23305466352390516,0.35379382655436203,False,0.49018721625700024,0.5420292456728788,False,within tolerance
30,Witch Doctor,int,9194,4766.0,0.518381553186861,0.17088584067506785,0.0004397938072676297,0.001539278325436704,True,0.5081625633771797,0.5285851889637633,False,within tolerance
81,Chaos Knight,str,2305,1196.0,0.5188720173535791,0.04284227352143043,0.07322575275751608,0.13770813205144816,False,0.49846025181114806,0.5392209842337199,False,within tolerance
85,Undying,str,7357,3826.0,0.5200489329889901,0.13674212854540724,0.0006078856106326336,0.001963938126659278,True,0.5086253303555617,0.5314516094413815,False,within tolerance
27,Shadow Shaman,int,8926,4660.0,0.5220703562626037,0.1659046132114048,3.177551258342801e-05,0.00016682144106299705,True,0.5117005484090213,0.5324211755674795,False,within tolerance
22,Zeus,int,9819,5128.0,0.5222527752316937,0.18250250920040148,1.0790821320126159e-05,6.180197665163164e-05,True,0.5123660696737642,0.5321220758218128,False,within tolerance
88,Nyx Assassin,all,3103,1622.0,0.5227199484369964,0.05767443589457641,0.011949995789829729,0.026887490527116892,True,0.5051283881032852,0.5402553245414924,False,within tolerance
5,Crystal Maiden,int,7052,3692.0,0.5235394214407261,0.1310731943050444,8.07136418144171e-05,0.0003632113881648769,True,0.5118729514932846,0.5351802599397698,False,within tolerance
54,Lifestealer,str,6135,3214.0,0.523879380603097,0.11402921824467492,0.0001925077090878769,0.0007350294346991663,True,0.5113710752980064,0.5363578002504895,False,within tolerance
36,Necrophos,int,8715,4566.0,0.5239242685025818,0.16198282591725216,8.31330295473752e-06,5.450035623332694e-05,True,0.5134305921304735,0.5343968631535229,False,within tolerance
91,Io,all,3175,1665.0,0.5244094488188976,0.059012676108694845,0.006266083837761968,0.014896727614302037,True,0.5070192947163247,0.541740607911063,False,within tolerance
135,Dawnbreaker,str,5171,2712.0,0.5244633533165732,0.09611166871120033,0.0004565482832979293,0.0015547319917713267,True,0.510838596330534,0.5380517903631015,False,within tolerance
71,Spirit Breaker,str,8300,4364.0,0.5257831325301204,0.1542693580164306,2.7599381416306302e-06,2.045601210855644e-05,True,0.5150312945439244,0.5365111153301658,False,within tolerance
104,Legion Commander,str,8502,4471.0,0.5258762644083745,0.15802386528381845,1.9161188648794218e-06,1.6095398464987145e-05,True,0.5152530641478261,0.5364760918833757,False,within tolerance
31,Lich,int,5858,3086.0,0.5268009559576647,0.10888071075424706,4.306104874905627e-05,0.00020095156082892927,True,0.5140020439967263,0.5395647408107174,False,within tolerance
20,Vengeful Spirit,agi,6884,3627.0,0.5268739105171412,0.12795063380543475,8.65085019576618e-06,5.450035623332694e-05,True,0.5150679760798096,0.5386498689391361,False,within tolerance
50,Dazzle,all,2999,1582.0,0.5275091697232411,0.055741422251960895,0.0027410349809678116,0.0073483065447222185,True,0.5096175563239393,0.5453303995580874,False,within tolerance
60,Night Stalker,str,3770,1989.0,0.5275862068965518,0.07007174454481246,0.0007459981691495147,0.002292579739337533,True,0.5116299909240043,0.5434862619100507,False,within tolerance
2,Axe,str,10724,5658.0,0.5276016411786647,0.19932344522508458,1.1403146829360637e-08,1.5964405561104892e-07,True,0.5181446378797104,0.5370388771146545,False,within tolerance
52,Leshrac,int,1575,837.0,0.5314285714285715,0.02927400468384075,0.013509990577799178,0.02986418969829292,True,0.5067375882818727,0.5559666176704764,False,within tolerance
102,Abaddon,all,2265,1212.0,0.5350993377483444,0.042098806735809076,0.0008965993769679974,0.0026897981309039923,True,0.5145167074651457,0.5555631120752843,False,within tolerance
128,Snapfire,all,11117,6027.0,0.5421426643878744,0.20662800639381435,6.536579813347358e-19,4.118045282408836e-17,True,0.5328683054422192,0.5513879087543065,True,nerf candidate
42,Wraith King,str,6381,3468.0,0.5434884814292431,0.11860153897624624,3.932682441706413e-12,9.910359753100162e-11,True,0.531244458546175,0.5556801743643675,True,nerf candidate
67,Spectre,agi,6989,3818.0,0.5462870224638718,0.12990223411769078,1.053085301744691e-14,4.422958267327702e-13,True,0.5345928722563227,0.5579303178960697,True,nerf candidate
