hero_id,name_mine,primary_attr,games,wins_mine,win_rate_mine,pick_rate,p_value,q_value,significant,ci_low,ci_high,outside_tolerance,action,name_live,picks,wins_live,win_rate_live,delta_pp,mine_offset_pp,predicted_dir,actual_dir,matches_prediction,patch_touched
43,Death Prophet,all,1881,872.0,0.4635832004253057,0.034961525593844,0.0017068517047482,0.0048878026090517,True,0.441144695697387,0.486170145899042,False,within tolerance,Death Prophet,129170,60888,0.4714,0.7816799574694278,-3.641679957469429,0,1.0,,untouched
137,Primal Beast,str,1730,802.0,0.4635838150289017,0.0321549384781234,0.0026430982680289,0.0072397909080792,True,0.440191906737666,0.4871370890254751,False,within tolerance,Primal Beast,98593,47749,0.4843,2.0716184971098284,-3.6416184971098273,0,1.0,,untouched
120,Pangolier,all,1573,731.0,0.4647171010807374,0.0292368313445596,0.0055289016509822,0.0134143229493135,True,0.4401856250098444,0.4894204876534946,False,within tolerance,Pangolier,97130,44281,0.4559,-0.8817101080737355,-3.5282898919262617,0,-1.0,,untouched
119,Dark Willow,int,2683,1247.0,0.4647782333209094,0.0498680346455522,0.0002824557341885,0.0010168406430786,True,0.4459696025741557,0.4836875793263516,False,within tolerance,Dark Willow,166649,79622,0.4778,1.3021766679090607,-3.5221766679090605,0,1.0,,untouched
17,Storm Spirit,int,3568,1661.0,0.4655269058295964,0.0663172372774246,4.076126040140466e-05,0.0001975353388683,True,0.4492056710016812,0.4819222911892214,False,within tolerance,Storm Spirit,221916,103778,0.4676,0.20730941704036332,-3.447309417040362,0,1.0,,untouched
34,Tinker,int,3293,1535.0,0.4661402976009717,0.0612059031262778,0.0001088358971287,0.0004423652592975,True,0.4491514182891693,0.4832080831350305,False,within tolerance,Tinker,174984,82010,0.4687,0.25597023990283074,-3.3859702399028304,0,1.0,,untouched
109,Terrorblade,agi,1810,844.0,0.4662983425414365,0.0336418720493661,0.004440616562029,0.0114187283023603,True,0.4434118400954778,0.4893275956436741,False,within tolerance,Terrorblade,100461,47053,0.4684,0.21016574585634995,-3.370165745856352,0,1.0,,untouched
77,Lycan,str,837,391.0,0.4671445639187574,0.0155570424891267,0.0619050642458259,0.1181823953783949,False,0.4335717071020804,0.501017626686076,False,within tolerance,Lycan,49762,24166,0.4856,1.845543608124256,-3.285543608124258,0,1.0,,untouched
21,Windranger,all,7316,3421.0,0.4676052487698195,0.1359800750901453,3.1686103911842694e-08,3.362125941785301e-07,True,0.4561920370395013,0.4790524620843408,True,buff candidate,Windranger,464231,223191,0.4808,1.319475123018049,-3.2394751230180487,1,1.0,1.0,untouched
63,Weaver,agi,3182,1488.0,0.4676304211187932,0.0591427827961785,0.0002776344092247,0.0010168406430786,True,0.4503435798688024,0.4849953242597618,False,within tolerance,Weaver,194721,92271,0.4739,0.6269578881206772,-3.2369578881206786,0,1.0,,untouched
64,Jakiro,int,5673,2658.0,0.4685351665785299,0.1054421768707483,2.267123853483303e-06,1.785360034618101e-05,True,0.4555755928383355,0.4815373241614353,False,within tolerance,Jakiro,335145,159282,0.4753,0.6764833421470107,-3.1464833421470106,0,1.0,,untouched
70,Ursa,agi,3896,1826.0,0.4686858316221766,0.0724136649195197,9.848612320238528e-05,0.0004279052249482,True,0.4530548627674721,0.4843784912351326,False,within tolerance,Ursa,217021,102297,0.4714,0.27141683778234005,-3.1314168377823415,0,1.0,,untouched
47,Viper,agi,4137,1944.0,0.4699057287889775,0.0768930523028883,0.0001148675172858,0.000452290849313,True,0.4547321471269812,0.4851351473646764,False,within tolerance,Viper,255351,123438,0.4834,1.349427121102248,-3.0094271211022483,0,1.0,,untouched
16,Sand King,all,2299,1088.0,0.473249238799478,0.0427307535035872,0.0109298266407686,0.0250392392133972,True,0.4529016356787047,0.4936860898771008,False,within tolerance,Sand King,140635,68454,0.4867,1.3450761200522021,-2.6750761200522,0,1.0,,untouched
40,Venomancer,all,3848,1823.0,0.4737525987525987,0.0715215047767741,0.0011914575399537,0.0034912476752131,True,0.4580104609354296,0.4895470898725299,False,within tolerance,Venomancer,250359,118691,0.4741,0.03474012474013466,-2.6247401247401325,0,1.0,,untouched
61,Broodmother,agi,1214,577.0,0.4752883031301482,0.022564216943608,0.0903505799224557,0.1630970076939263,False,0.4473188052597258,0.5034136980842634,False,within tolerance,Broodmother,67357,33769,0.5013,2.6011696869851777,-2.4711696869851805,0,1.0,,untouched
13,Puck,int,2064,981.0,0.4752906976744186,0.0383628861380617,0.0261825973630723,0.0549834544624518,False,0.4538122776051949,0.4968609233963117,False,within tolerance,Puck,126884,59603,0.4697,-0.559069767441861,-2.470930232558138,0,-1.0,,untouched
23,Kunkka,str,2626,1251.0,0.4763899466869764,0.0488085944760417,0.0163673251861631,0.0355566029906303,True,0.457336044396666,0.4955128242740693,False,within tolerance,Kunkka,159941,78668,0.4919,1.551005331302363,-2.361005331302363,0,1.0,,untouched
46,Templar Assassin,agi,2292,1094.0,0.4773123909249563,0.0426006468161034,0.0314188316053509,0.0628376632107019,False,0.4569188477711619,0.4977818570181742,False,within tolerance,Templar Assassin,131268,60444,0.4605,-1.6812390924956289,-2.268760907504369,0,-1.0,,untouched
97,Magnus,all,6392,3056.0,0.4780976220275344,0.1188059923422921,0.0004826761199393,0.0016004523976935,True,0.4658687755482381,0.4903527784407458,False,within tolerance,Magnus,366384,177776,0.4852,0.7102377972465601,-2.1902377972465583,0,1.0,,untouched
123,Hoodwink,agi,5664,2718.0,0.4798728813559322,0.1052748968439835,0.0025563698363611,0.0071578355418111,True,0.4668801159149882,0.492892929669205,False,within tolerance,Hoodwink,315942,151551,0.4797,-0.017288135593218623,-2.01271186440678,0,-1.0,,untouched
10,Morphling,agi,2327,1117.0,0.4800171895143962,0.0432511802535221,0.0564751238766582,0.1111854001321708,False,0.4597679173889536,0.5003323289628279,False,within tolerance,Morphling,124981,58789,0.4704,-0.9617189514396218,-1.9982810485603797,0,-1.0,,untouched
82,Meepo,agi,981,473.0,0.4821610601427115,0.0182335229173636,0.2776768946954774,0.4021527440417259,False,0.4510231101902544,0.5134381747338073,False,within tolerance,Meepo,53795,27294,0.5074,2.523893985728848,-1.7838939857288516,0,1.0,,untouched
155,Largo,str,1057,511.0,0.4834437086092715,0.0196461098100442,0.2956578823643981,0.4185718334597097,False,0.4534321333056006,0.5135751893164728,False,within tolerance,Largo,61318,29362,0.4788,-0.4643708609271491,-1.6556291390728506,0,-1.0,,untouched
126,Void Spirit,all,2225,1076.0,0.4835955056179775,0.0413553399501877,0.1268921160488155,0.2076416444435163,False,0.4628772695876674,0.5043702886847702,False,within tolerance,Void Spirit,139196,68617,0.493,0.940449438202251,-1.6404494382022516,0,1.0,,untouched
7,Earthshaker,str,7865,3809.0,0.484297520661157,0.1461841567227984,0.0055360697886055,0.0134143229493135,True,0.4732631663633895,0.4953472064224133,False,within tolerance,Earthshaker,466332,234346,0.5025,1.8202479338842947,-1.5702479338843,0,1.0,,untouched
129,Mars,str,2589,1254.0,0.4843568945538818,0.048120887699342,0.1158733355600487,0.192105793165344,False,0.4651439376025092,0.5036162040079842,False,within tolerance,Mars,155201,72360,0.4662,-1.8156894553881808,-1.5643105446118188,0,-1.0,,untouched
131,Ring Master,int,2987,1447.0,0.4844325410110479,0.0555183822162744,0.0922938497537844,0.1630970076939263,False,0.4665418974471462,0.5023631744931529,False,within tolerance,Ring Master,168112,80510,0.4789,-0.5532541011047887,-1.556745898895212,0,-1.0,,untouched
11,Shadow Fiend,agi,10492,5099.0,0.4859893252001525,0.1950113378684807,0.0042278636904489,0.0110981421874284,True,0.4764326684674715,0.4955562376956524,False,within tolerance,Shadow Fiend,579406,280344,0.4838,-0.218932520015247,-1.4010674799847522,0,-1.0,,untouched
56,Clinkz,agi,2783,1353.0,0.4861660079051383,0.0517267016096055,0.1496718770297453,0.2417776475095885,False,0.4676285841655616,0.5047415699541549,False,within tolerance,Clinkz,166450,82428,0.4952,0.9033992094861665,-1.3833992094861691,0,1.0,,untouched
51,Clockwerk,str,1890,919.0,0.4862433862433862,0.0351288056206089,0.2407433248837459,0.3568665757100234,False,0.463760943527814,0.5087816366560729,False,within tolerance,Clockwerk,125697,61210,0.487,0.07566137566137887,-1.37566137566138,0,1.0,,untouched
87,Disruptor,int,3801,1851.0,0.4869771112865035,0.070647931303669,0.1119218403731381,0.1905696200948027,False,0.4711083541836136,0.5028721648284231,False,within tolerance,Disruptor,248879,124131,0.4988,1.1822888713496515,-1.3022888713496494,0,1.0,,untouched
99,Bristleback,str,4482,2184.0,0.4872824631860776,0.0833054533288725,0.0914224162704869,0.1630970076939263,False,0.472666338151524,0.5019203695940568,False,within tolerance,Bristleback,266905,130400,0.4886,0.1317536813922382,-1.2717536813922403,0,1.0,,untouched
86,Rubick,int,9934,4851.0,0.4883229313468895,0.1846399762090628,0.0204631321521992,0.0437009262911373,True,0.4784997054879406,0.4981551847151952,False,within tolerance,Rubick,597577,293737,0.4915,0.3177068653110515,-1.1677068653110523,0,1.0,,untouched
83,Treant Protector,str,2396,1173.0,0.4895659432387312,0.044533660458719,0.316806060927272,0.4435284852981808,False,0.4695825350302733,0.5095827553199608,False,within tolerance,Treant Protector,136264,68944,0.506,1.64340567612688,-1.0434056761268795,0,1.0,,untouched
45,Pugna,int,2156,1056.0,0.4897959183673469,0.0400728597449908,0.3544119735795729,0.485390311641589,False,0.4687318219664994,0.5108963123947954,False,within tolerance,Pugna,129968,64636,0.4973,0.7504081632653092,-1.0204081632653073,0,1.0,,untouched
41,Faceless Void,agi,5271,2583.0,0.4900398406374502,0.0979703356752537,0.1520013224048766,0.2424324888989171,False,0.4765566184233429,0.5035375700333705,False,within tolerance,Faceless Void,327601,161416,0.4927,0.2660159362549819,-0.9960159362549792,0,1.0,,untouched
26,Lion,int,14234,6985.0,0.490726429675425,0.2645626556633582,0.0274920604604648,0.0559108746016423,False,0.4825174538413855,0.4989404096442031,False,within tolerance,Lion,829010,403380,0.4866,-0.4126429675425036,-0.9273570324574987,0,-1.0,,untouched
15,Razor,agi,2724,1337.0,0.4908223201174743,0.0506300881008141,0.3478136070935541,0.4815880713603057,False,0.4720751309784087,0.5095953580310163,False,within tolerance,Razor,192523,96256,0.5,0.9177679882525713,-0.9177679882525713,0,1.0,,untouched
93,Slark,agi,4883,2400.0,0.4915011263567479,0.0907587078547265,0.240605981603191,0.3568665757100234,False,0.4774912526097805,0.5055243617293782,False,within tolerance,Slark,335486,165842,0.4943,0.2798873643252098,-0.8498873643252081,0,1.0,,untouched
55,Dark Seer,int,1543,759.0,0.491898898250162,0.0286792312553436,0.5412253358627052,0.676274895372138,False,0.4670053113352225,0.5168327220602233,False,within tolerance,Dark Seer,98373,47989,0.4878,-0.4098898250161964,-0.8101101749838024,0,-1.0,,untouched
89,Naga Siren,agi,1147,565.0,0.4925893635571055,0.0213189100776922,0.6366383286934538,0.7669096936333494,False,0.4637297366146435,0.5214984632649293,False,within tolerance,Naga Siren,64329,30648,0.4764,-1.6189363557105485,-0.7410636442894525,0,-1.0,,untouched
106,Ember Spirit,agi,3082,1519.0,0.4928617780661908,0.0572841158321252,0.4386077451415314,0.5817323777666626,False,0.475231131205966,0.5105101971846329,False,within tolerance,Ember Spirit,205964,101496,0.4928,-0.006177806619078741,-0.7138221933809197,0,-1.0,,untouched
37,Warlock,int,3718,1834.0,0.4932759548144163,0.0691052377235047,0.421630153094114,0.5712408525791222,False,0.4772208836933802,0.509344906237972,False,within tolerance,Warlock,219698,108070,0.4919,-0.13759548144162692,-0.6724045185583727,0,-1.0,,untouched
58,Enchantress,int,1300,644.0,0.4953846153846153,0.0241626705326939,0.7603148577363156,0.8403480006559277,False,0.4682596251736397,0.5225368018621641,False,within tolerance,Enchantress,79760,38044,0.477,-1.8384615384615333,-0.4615384615384688,0,-1.0,,untouched
18,Sven,str,3438,1705.0,0.4959278650378126,0.0639009702241552,0.6451779962312304,0.7669096936333494,False,0.4792288793726044,0.5126359405689875,False,within tolerance,Sven,221832,111599,0.5031,0.7172134962187382,-0.40721349621873904,0,1.0,,untouched
111,Oracle,int,2465,1223.0,0.4961460446247464,0.0458161406639158,0.7169514369114702,0.8209551388197374,False,0.476429693498083,0.5158743890779298,False,within tolerance,Oracle,137576,67902,0.4936,-0.2546044624746391,-0.3853955375253626,0,-1.0,,untouched
33,Enigma,all,2122,1056.0,0.4976437323279924,0.0394409129772127,0.8451048756974471,0.902334036341244,False,0.476393639321431,0.5189023410262532,False,within tolerance,Enigma,117838,59208,0.5025,0.48562676720075304,-0.23562676720075837,0,1.0,,untouched
25,Lina,int,9326,4643.0,0.4978554578597469,0.1733392810676183,0.6863274260000941,0.8066654171660668,False,0.4877107587344176,0.5080019229679941,False,within tolerance,Lina,567735,280405,0.4939,-0.39554578597468804,-0.2144542140253114,0,-1.0,,untouched
112,Winter Wyvern,int,2297,1144.0,0.4980409229429691,0.0426935801643061,0.8674372946391499,0.9108091593711074,False,0.4776140501542871,0.5184743374373496,False,within tolerance,Winter Wyvern,136451,67120,0.4919,-0.6140922942969085,-0.19590770570309113,0,-1.0,,untouched
57,Omniknight,str,1524,760.0,0.4986876640419947,0.0283260845321735,0.9387483260425176,0.9538894280754614,False,0.4736196287723029,0.5237622985363803,False,within tolerance,Omniknight,93637,46780,0.4996,0.09123359580052726,-0.1312335958005284,0,1.0,,untouched
107,Earth Spirit,str,2886,1440.0,0.498960498960499,0.0536411285825805,0.9258480034376532,0.9484296620580838,False,0.4807321544189939,0.5171916071141219,False,within tolerance,Earth Spirit,163279,81636,0.5,0.10395010395010118,-0.10395010395010118,0,1.0,,untouched
101,Skywrath Mage,int,6815,3401.0,0.499046221570066,0.1266681536002379,0.8844271196140152,0.920973694804677,False,0.4871791832312185,0.5109143345491101,False,within tolerance,Skywrath Mage,414389,207512,0.5008,0.17537784299340164,-0.09537784299339935,0,1.0,,untouched
35,Sniper,agi,11190,5588.0,0.4993744414655943,0.2079848332775733,0.9021922820922024,0.9317723569148976,False,0.4901121570212554,0.5086371552634057,False,within tolerance,Sniper,671788,335623,0.4996,0.022555853440570095,-0.06255585344057124,0,1.0,,untouched
78,Brewmaster,all,857,428.0,0.499416569428238,0.0159287758819374,1.0,1.0,False,0.466018423356406,0.5328199225553139,False,within tolerance,Brewmaster,52355,26648,0.509,0.958343057176203,-0.05834305717620225,0,1.0,,untouched
28,Slardar,str,3989,1993.0,0.4996239659062421,0.0741422251960893,0.9747386592042316,0.9825365684778656,False,0.4841155725314545,0.5151330828356718,False,within tolerance,Slardar,257967,129115,0.5005,0.08760340937578603,-0.03760340937579154,0,1.0,,untouched
105,Techies,all,5579,2798.0,0.5015235705323534,0.1036950299245381,0.8303848868069234,0.901969790842003,False,0.4884069140366112,0.5146381303418459,False,within tolerance,Techies,311237,157184,0.505,0.3476429467646591,0.15235705323534132,0,1.0,,untouched
136,Marci,all,2226,1118.0,0.5022461814914645,0.0413739266198282,0.8487215649239536,0.902334036341244,False,0.4814895105975366,0.5229951131681766,False,within tolerance,Marci,129069,64285,0.4981,-0.4146181491464507,0.2246181491464494,0,-1.0,,untouched
48,Luna,agi,5207,2616.0,0.5024006145573267,0.0967807888182595,0.7394425890813482,0.8318729127165168,False,0.4888232407403642,0.5159744488837713,False,within tolerance,Luna,346776,173710,0.5009,-0.15006145573266405,0.24006145573266524,0,-1.0,,untouched
84,Ogre Magi,str,8994,4522.0,0.5027796308650211,0.167168506746961,0.605383682008653,0.7405664459523328,False,0.4924474475504835,0.5131094407575434,False,within tolerance,Ogre Magi,560775,285064,0.5083,0.5520369134978886,0.27796308650210877,0,1.0,,untouched
80,Lone Druid,agi,1037,522.0,0.5033751205400193,0.0192743764172335,0.8522043676556192,0.902334036341244,False,0.4729876877364483,0.5337376400650895,False,within tolerance,Lone Druid,68930,33650,0.4882,-1.5175120540019293,0.3375120540019316,0,-1.0,,untouched
49,Dragon Knight,str,1706,859.0,0.5035169988276671,0.0317088584067506,0.7900023755566702,0.8655678201751343,False,0.479810128224048,0.5272080663214725,False,within tolerance,Dragon Knight,121209,59828,0.4936,-0.9916998827667112,0.3516998827667095,0,-1.0,,untouched
9,Mirana,agi,4189,2110.0,0.5037001671043209,0.0778595591241961,0.642998711114612,0.7669096936333494,False,0.4885628375354086,0.5188307165267858,False,within tolerance,Mirana,284146,145356,0.5116,0.7899832895679193,0.37001671043208617,0,1.0,,untouched
76,Outworld Devourer,int,1963,989.0,0.5038206826286297,0.0364856325043678,0.7520222825917907,0.8385381204120852,False,0.4817168590694805,0.5259095817566112,False,within tolerance,Outworld Devourer,140457,70645,0.503,-0.08206826286296653,0.3820682628629668,0,-1.0,,untouched
113,Arc Warden,all,2304,1161.0,0.50390625,0.0428236868517898,0.7232223841983401,0.8209551388197374,False,0.483501076741636,0.5242984191601311,False,within tolerance,Arc Warden,120843,61304,0.5073,0.3393749999999973,0.390625,0,1.0,,untouched
1,Anti-Mage,agi,7231,3645.0,0.5040796570322224,0.1344002081706999,0.4951974824865917,0.6449562163591122,False,0.4925565184554925,0.5155984632860999,False,within tolerance,Anti-Mage,401685,199092,0.4956,-0.8479657032222365,0.407965703222235,0,-1.0,,untouched
3,Bane,all,2164,1091.0,0.5041589648798521,0.0402215531021151,0.7147894501621576,0.8209551388197374,False,0.4831046369048665,0.5251985533154145,False,within tolerance,Bane,129585,64999,0.5016,-0.2558964879852077,0.4158964879852123,0,-1.0,,untouched
108,Underlord,str,2755,1394.0,0.505989110707804,0.0512062748596706,0.5420933685125868,0.676274895372138,False,0.4873245533261469,0.5246369894056728,False,within tolerance,Underlord,211481,105552,0.4991,-0.6889110707803958,0.5989110707803946,0,-1.0,,untouched
32,Riki,agi,2751,1392.0,0.5059978189749182,0.0511319281811085,0.541799854220846,0.676274895372138,False,0.487319701831178,0.5246592089313046,False,within tolerance,Riki,183514,95737,0.5217,1.5702181025081807,0.5997818974918245,0,1.0,,untouched
110,Phoenix,str,3120,1579.0,0.5060897435897436,0.0579904092784654,0.507717260964262,0.6527793355254796,False,0.4885498525411741,0.5236146572461905,False,within tolerance,Phoenix,173770,88111,0.5071,0.10102564102564271,0.6089743589743568,0,1.0,,untouched
4,Bloodseeker,agi,2187,1107.0,0.5061728395061729,0.0406490465038474,0.5782434805560893,0.7143007700986985,False,0.4852266971362982,0.5270973347516752,False,within tolerance,Bloodseeker,131139,68087,0.5192,1.3027160493827128,0.6172839506172867,0,1.0,,untouched
75,Silencer,int,5733,2907.0,0.5070643642072213,0.1065573770491803,0.2907062408422614,0.4162384812059652,False,0.4941224917087113,0.5199967759373306,False,within tolerance,Silencer,377979,192509,0.5093,0.2235635792778634,0.7064364207221341,0,1.0,,untouched
12,Phantom Lancer,agi,6028,3058.0,0.5072992700729927,0.1120404445931378,0.262476244645337,0.384558218898982,False,0.4946778892894425,0.5199113535812091,False,within tolerance,Phantom Lancer,335192,174501,0.5206,1.330072992700726,0.7299270072992692,0,1.0,,untouched
62,Bounty Hunter,agi,2492,1266.0,0.5080256821829856,0.0463179807442102,0.4346608762884539,0.5817323777666626,False,0.4883998913748427,0.5276267676337388,False,within tolerance,Bounty Hunter,159921,82428,0.5154,0.7374317817014364,0.8025682182985605,0,1.0,,untouched
44,Phantom Assassin,agi,8014,4078.0,0.5088594958822061,0.1489535704992379,0.1152392237753203,0.192105793165344,False,0.4979126339200455,0.5197978684301575,False,within tolerance,Phantom Assassin,468255,237578,0.5074,-0.14594958822061743,0.8859495882206136,0,-1.0,,untouched
103,Elder Titan,str,514,262.0,0.5097276264591439,0.0095535481952343,0.6914275004280572,0.8066654171660668,False,0.4665990277455247,0.5527119019408959,False,within tolerance,Elder Titan,34055,17338,0.5091,-0.06276264591439373,0.9727626459143934,0,-1.0,,untouched
74,Invoker,int,11271,5753.0,0.5104249844734274,0.2094903535184565,0.0275117002008081,0.0559108746016423,False,0.5011942633230099,0.5196486018168943,False,within tolerance,Invoker,607595,310090,0.5104,-0.0024984473427469567,1.0424984473427434,0,-1.0,,untouched
8,Juggernaut,agi,8033,4101.0,0.5105191086767086,0.1493067172224081,0.0608637538215755,0.1179820458695155,False,0.4995851088578633,0.5214430526239731,False,within tolerance,Juggernaut,529049,273419,0.5168,0.628089132329146,1.0519108676708577,0,1.0,,untouched
90,Keeper of the Light,int,4164,2128.0,0.5110470701248799,0.0773948923831827,0.158467299276028,0.247561850294909,False,0.4958609142342222,0.526212862061969,False,within tolerance,Keeper of the Light,237651,120186,0.5057,-0.5347070124879894,1.1047070124879932,0,-1.0,,untouched
96,Centaur Warrunner,str,3996,2043.0,0.5112612612612613,0.0742723318835731,0.1591469037610129,0.247561850294909,False,0.4957591898235114,0.5267417020059701,False,within tolerance,Centaur Warrunner,268180,136553,0.5092,-0.20612612612612713,1.1261261261261257,0,-1.0,,untouched
92,Visage,all,865,443.0,0.5121387283236994,0.0160774692390617,0.4965139125939197,0.6449562163591122,False,0.4788481693896094,0.5453219479393956,False,within tolerance,Visage,48046,24962,0.5195,0.7361271676300518,1.2138728323699444,0,1.0,,untouched
29,Tidehunter,str,4502,2306.0,0.5122167925366504,0.0836771867216832,0.104255409945264,0.179947693878127,False,0.497611495473039,0.5268012587273253,False,within tolerance,Tidehunter,281249,140861,0.5008,-1.14167925366504,1.2216792536650423,0,-1.0,,untouched
14,Pudge,str,15669,8049.0,0.5136894505073712,0.2912345265975242,0.0006276317269804,0.0019770399399884,True,0.5058611477352314,0.5215110426315995,False,within tolerance,Pudge,912932,469695,0.5145,0.08105494926287093,1.3689450507371248,0,1.0,,untouched
6,Drow Ranger,agi,8670,4457.0,0.5140715109573241,0.1611464257834281,0.0090573277077541,0.0211337646514262,True,0.503547104368793,0.5245834536035191,False,within tolerance,Drow Ranger,533107,268247,0.5032,-1.0871510957324082,1.4071510957324063,0,-1.0,,untouched
121,Grimstroke,int,3903,2007.0,0.5142198308993082,0.0725437716070034,0.0782702987283033,0.1450302594083267,False,0.4985336596456248,0.5298780384409175,False,within tolerance,Grimstroke,211205,108704,0.5147,0.04801691006918185,1.4219830899308228,0,1.0,,untouched
68,Ancient Apparition,int,3478,1789.0,0.5143760782058654,0.0646444370097765,0.093198290110815,0.1630970076939263,False,0.4977592188053075,0.5309612158217965,False,within tolerance,Ancient Apparition,217469,111519,0.5128,-0.1576078205865361,1.4376078205865395,0,-1.0,,untouched
94,Medusa,agi,1782,917.0,0.5145903479236813,0.0331214452994312,0.2269844450114104,0.3487809764809477,False,0.4913790363398503,0.5377388899705509,False,within tolerance,Medusa,115329,57272,0.4966,-1.7990347923681316,1.4590347923681302,0,-1.0,,untouched
95,Troll Warlord,agi,1424,735.0,0.5161516853932584,0.0264674175681201,0.2330546635239051,0.353793826554362,False,0.4901872162570002,0.5420292456728788,False,within tolerance,Troll Warlord,90544,45756,0.5053,-1.0851685393258426,1.6151685393258397,0,-1.0,,untouched
30,Witch Doctor,int,9194,4766.0,0.518381553186861,0.1708858406750678,0.0004397938072676,0.0015392783254367,True,0.5081625633771797,0.5285851889637633,False,within tolerance,Witch Doctor,507549,262889,0.518,-0.03815531868609501,1.8381553186860966,0,-1.0,,untouched
81,Chaos Knight,str,2305,1196.0,0.5188720173535791,0.0428422735214304,0.073225752757516,0.1377081320514481,False,0.498460251811148,0.5392209842337199,False,within tolerance,Chaos Knight,148376,75372,0.508,-1.0872017353579122,1.887201735357913,0,-1.0,,untouched
85,Undying,str,7357,3826.0,0.5200489329889901,0.1367421285454072,0.0006078856106326,0.0019639381266592,True,0.5086253303555617,0.5314516094413815,False,within tolerance,Undying,419751,219213,0.5222,0.21510670110098662,2.004893298899013,0,1.0,,untouched
